48,3,149210,9,13,0,11,1,2,1,0,0,40,38,1
41,4,94113,14,15,2,9,0,4,1,0,0,60,38,1
60,3,185749,1,7,6,13,4,2,1,0,0,40,38,0
29,3,85572,9,13,2,3,5,4,0,0,0,42,38,1
34,3,34862,9,13,0,11,1,0,1,0,1564,60,38,1
44,3,313022,8,11,2,3,0,2,1,0,0,40,38,1
52,3,400004,8,11,2,3,0,4,1,0,0,40,38,1
43,1,108945,9,13,0,9,4,4,0,0,0,48,38,0
37,4,395831,9,13,2,3,0,4,1,0,0,80,38,1
47,3,148724,11,9,2,11,0,2,1,0,0,40,38,0
30,3,226443,9,13,2,11,0,4,1,0,0,50,38,1
40,1,55363,11,9,2,13,0,4,1,0,0,40,38,0
53,1,192982,12,14,2,0,0,4,1,0,0,38,38,1
53,3,254285,12,14,2,9,0,4,1,0,0,40,38,1
35,3,261293,12,14,4,11,1,4,1,0,0,60,38,0
41,3,175674,9,13,2,12,0,4,1,0,0,40,38,1
47,3,177087,15,10,5,0,4,4,0,0,0,50,38,1
30,3,430283,11,9,2,0,5,4,0,7298,0,40,38,1
44,4,64632,10,16,2,9,0,4,1,0,0,60,38,0
40,3,153372,15,10,2,11,0,4,1,0,0,50,38,1
19,3,172368,1,7,4,13,3,4,1,0,0,20,38,0
36,3,237943,9,13,2,9,0,4,1,0,1977,45,38,1
27,3,184078,8,11,0,0,4,4,0,0,0,40,38,0
39,3,115289,15,10,0,11,3,4,1,0,1380,70,38,0
48,3,336540,11,9,2,11,0,4,1,0,0,40,38,0
59,3,98361,15,10,2,2,0,4,1,0,0,40,38,1
62,3,138157,11,9,2,3,0,4,1,0,0,12,38,0
47,1,126754,12,14,2,9,0,4,1,0,0,40,38,1
18,3,110142,11,9,4,0,3,4,0,0,0,30,38,0
33,3,66278,12,14,4,9,1,4,0,0,0,40,38,0
19,3,306225,11,9,4,5,3,4,1,0,0,25,38,0
41,4,218302,9,13,2,11,0,4,1,0,0,60,38,1
28,3,68642,11,9,4,7,1,4,0,0,0,46,38,0
17,3,244602,2,8,4,7,3,4,1,0,0,15,38,0
48,3,190072,15,10,0,3,1,4,1,0,0,50,38,1
36,3,183892,11,9,0,13,1,4,1,8614,0,45,38,1
42,3,510072,11,9,2,2,0,4,1,0,0,40,38,1
39,3,181943,9,13,4,3,1,4,0,0,0,35,38,0
29,3,159768,11,9,4,6,1,4,1,3325,0,40,6,0
49,3,224393,9,13,2,3,0,4,1,0,0,55,38,1
58,1,311409,12,14,2,9,0,2,1,7688,0,30,38,1
29,3,116662,9,13,4,5,1,4,1,0,0,40,38,0
36,1,137314,15,10,2,10,0,4,1,0,0,60,38,1
44,3,298885,11,9,2,2,0,4,1,0,0,40,38,0
37,3,214738,11,9,2,6,0,4,1,0,0,40,38,0
60,5,73091,11,9,5,7,1,2,1,0,1876,50,38,0
50,3,237729,11,9,6,11,1,4,0,0,2444,72,38,1
66,3,142624,7,12,2,6,0,4,1,5556,0,40,40,1
64,3,319371,9,13,2,3,0,4,1,15024,0,40,38,1
32,5,173854,9,13,0,9,2,4,1,0,0,35,38,1
46,3,265105,9,13,2,9,0,4,1,0,0,50,38,1
34,3,261799,8,11,2,0,0,2,1,0,0,45,38,1
52,3,185407,8,11,2,2,0,4,1,0,0,48,30,1
32,3,213750,8,11,4,7,1,4,1,0,0,45,38,0
33,3,94235,14,15,4,9,3,4,1,0,0,42,38,1
38,3,111128,7,12,2,3,0,4,1,0,0,40,38,1
32,3,174215,15,10,0,11,4,4,0,0,0,40,38,0
31,3,133861,7,12,0,3,1,4,1,0,0,40,38,0
45,0,60267,11,9,2,0,0,4,1,0,0,40,38,1
44,3,252930,0,6,0,0,4,3,0,0,0,42,38,0
43,3,55213,11,9,2,6,0,4,1,0,1977,52,38,1
28,3,141957,9,13,2,9,0,4,1,0,0,50,38,0
28,3,270366,0,6,0,11,1,4,0,0,0,40,38,0
45,3,140644,11,9,2,6,0,4,1,0,0,40,38,0
35,4,340110,15,10,2,11,0,4,1,0,0,50,38,1
21,6,99199,12,14,4,13,3,4,1,0,0,15,38,0
51,3,205884,15,10,2,12,5,4,0,0,0,40,38,1
32,3,130057,9,13,2,3,0,4,1,0,0,45,38,1
44,4,187720,15,10,2,11,0,4,1,0,0,50,38,1
49,4,102771,9,13,2,11,0,4,1,0,0,52,38,1
48,5,107231,9,13,2,3,0,4,1,99999,0,50,38,1
25,3,135645,12,14,4,11,1,4,1,0,0,20,38,0
22,3,303822,0,6,4,2,3,4,1,0,0,40,38,0
36,3,115360,0,6,2,6,3,4,0,3464,0,40,38,0
24,3,395297,15,10,4,11,3,4,0,0,0,35,38,0
33,3,176185,2,8,0,2,1,4,1,0,2258,42,38,0
42,5,269733,12,14,2,11,0,4,1,99999,0,80,38,1
45,3,155659,11,9,2,2,0,4,1,0,0,40,38,1
31,4,83748,15,10,2,3,5,1,0,0,0,70,34,0
25,3,176729,9,13,2,2,0,4,1,0,0,60,38,1
24,3,39827,15,10,2,6,5,3,0,0,0,40,32,0
47,3,168232,11,9,2,13,0,4,1,0,1887,45,38,1
38,3,179668,9,13,2,9,0,4,1,0,0,50,38,1
51,3,175246,11,9,2,13,0,4,1,0,0,50,38,1
66,4,76212,11,9,2,13,0,4,1,0,0,50,38,1
43,3,153489,9,13,2,11,0,4,1,0,0,50,38,0
66,5,427422,10,16,2,11,0,4,1,0,2377,25,38,1
17,3,36877,0,6,4,11,3,4,0,0,0,10,38,0
63,3,237620,11,9,2,2,0,4,1,0,0,30,38,0
54,5,278230,15,10,0,4,4,4,0,10520,0,30,38,1
42,5,248406,11,9,2,13,0,4,1,0,0,40,38,0
31,3,244147,11,9,0,2,4,4,1,0,0,55,38,0
40,3,64980,15,10,2,0,0,2,1,0,0,55,38,1
36,3,268292,11,9,2,2,0,4,1,0,0,41,38,0
32,3,207201,9,13,4,9,1,4,1,0,0,45,38,1
45,0,181970,11,9,2,0,0,4,1,0,1672,40,38,0
36,3,186808,9,13,2,2,3,4,1,0,0,40,38,1
44,3,163331,15,10,6,0,4,4,0,0,0,32,38,0
35,3,126569,15,10,2,11,0,4,1,4064,0,40,38,0
50,3,172175,14,15,2,9,0,4,1,0,0,50,38,1
21,3,122348,15,10,4,12,3,4,0,0,0,35,38,0
46,3,695411,11,9,0,0,1,4,0,0,0,44,38,0
28,5,294398,15,10,4,6,1,2,1,0,0,40,38,0
54,6,198741,15,10,2,10,0,4,1,0,0,40,38,1
32,6,182556,9,13,2,10,0,4,1,0,1887,45,38,1
50,3,398625,1,7,6,6,1,4,0,0,0,40,38,0
38,3,173208,12,14,2,9,0,4,1,0,0,25,38,0
38,3,275223,15,10,2,11,0,4,1,7298,0,40,38,1
47,3,209460,15,10,2,2,0,4,1,0,1485,47,38,0
50,5,186565,9,13,2,11,0,4,1,0,0,50,38,0
43,3,195258,11,9,2,2,0,4,1,0,0,40,38,1
47,0,197038,9,13,2,9,0,4,1,0,0,50,38,0
47,5,159869,10,16,2,2,0,4,1,0,0,50,38,0
20,3,190231,6,5,4,6,3,4,0,0,0,11,26,0
66,3,205724,15,10,2,11,0,4,1,0,0,24,38,1
29,3,53642,8,11,2,0,0,4,1,0,0,40,38,0
60,3,282923,15,10,2,9,0,4,1,7298,0,40,38,1
27,3,604045,9,13,4,11,1,4,1,0,0,40,38,0
25,3,25497,9,13,2,9,0,4,1,0,0,40,38,0
27,3,68848,9,13,4,0,4,4,0,0,0,35,38,0
61,5,215591,11,9,2,3,0,4,1,0,1887,40,38,1
21,3,283757,15,10,4,11,3,4,1,0,0,40,38,0
57,3,158077,9,13,2,11,5,4,0,0,0,40,38,0
41,3,287306,7,12,2,9,0,4,1,15024,0,60,38,1
65,3,192133,11,9,2,2,0,4,1,2290,0,40,11,0
17,3,222618,1,7,4,11,3,2,0,0,0,30,38,0
23,3,162282,15,10,4,5,1,4,1,0,0,25,38,0
33,3,135312,9,13,4,9,1,4,1,0,0,40,38,1
21,3,100462,8,11,4,3,3,4,0,2174,0,60,38,0
33,3,122116,11,9,2,11,0,4,1,0,0,45,38,0
42,3,98427,11,9,2,7,5,2,0,0,0,35,38,0
45,1,170099,7,12,2,5,0,4,1,0,0,40,38,0
52,3,177366,11,9,5,7,2,4,0,0,0,20,38,0
36,3,101460,11,9,4,7,1,4,0,0,0,18,38,0
60,1,227332,12,14,2,3,0,4,1,0,0,40,38,1
19,3,63814,15,10,4,0,1,4,0,0,0,18,38,0
43,6,52849,9,13,2,9,0,4,1,0,0,40,38,0
17,3,178953,2,8,4,11,3,4,0,0,0,20,38,0
43,3,243580,9,13,2,9,0,4,1,0,0,40,38,1
33,3,214635,11,9,2,3,0,2,1,0,0,50,38,0
51,3,146813,15,10,2,9,0,4,1,0,0,40,38,1
38,3,255941,12,14,4,3,1,4,0,10520,0,50,38,1
29,3,124680,9,13,4,11,1,4,0,13550,0,35,38,1
48,3,141511,12,14,2,3,0,4,1,0,0,40,38,1
46,6,192779,7,12,0,0,4,4,1,0,2258,38,38,1
63,0,39181,10,16,0,3,1,4,0,0,2559,60,38,1
51,3,53833,11,9,2,9,0,4,1,0,0,46,38,1
41,5,186909,12,14,2,11,5,4,0,0,1902,35,38,1
34,0,112115,15,10,4,2,2,4,1,0,0,40,38,0
25,1,276249,12,14,4,9,3,4,0,0,0,40,38,0
37,3,230035,11,9,2,2,0,4,1,0,0,46,38,1
61,3,141745,11,9,0,7,1,2,0,0,0,40,38,0
36,1,95855,12,14,2,9,5,4,0,0,0,60,38,1
29,3,270421,9,13,2,2,0,4,1,0,0,50,38,1
56,4,75214,14,15,2,9,0,4,1,0,0,32,38,1
28,3,286452,0,6,4,6,4,4,0,0,0,40,38,0
49,3,204629,9,13,2,3,0,4,1,0,0,40,38,1
51,3,263836,11,9,6,5,1,4,1,0,0,30,38,0
45,3,54744,15,10,2,2,0,4,1,0,1848,40,38,1
52,1,194788,12,14,0,3,1,4,0,4787,0,60,38,1
28,4,153291,11,9,4,0,3,4,0,0,0,35,38,0
55,3,190514,5,4,2,0,0,4,1,0,0,75,38,0
40,6,195520,15,10,4,0,4,2,0,0,0,49,38,0
24,3,219510,9,13,4,7,1,1,1,0,0,32,38,0
44,3,146906,14,15,2,9,0,4,1,0,0,50,38,1
52,3,168001,12,14,0,9,1,4,0,0,0,40,38,1
36,6,747719,14,15,2,9,5,4,0,15024,0,50,38,1
37,1,196529,12,14,2,9,5,4,0,0,0,45,38,1
55,3,213615,11,9,2,2,0,4,1,0,0,40,38,1
40,3,360884,15,10,4,12,1,4,0,0,0,50,38,1
47,5,228660,15,10,2,2,0,4,1,0,1977,40,38,1
55,3,255364,15,10,2,9,0,4,1,0,0,40,38,0
36,3,105021,9,13,2,9,0,4,1,0,0,55,38,0
37,3,280966,15,10,2,6,0,4,1,0,0,50,38,1
23,3,91189,9,13,2,7,0,4,1,0,0,20,38,0
36,1,180805,11,9,4,13,1,1,1,0,0,40,38,0
32,3,116539,9,13,2,3,0,4,1,0,1887,55,38,1
51,1,199688,9,13,2,10,0,4,1,0,0,40,38,1
37,4,39089,15,10,2,3,0,4,1,3103,0,50,38,1
54,3,425804,15,10,4,3,1,4,0,0,0,45,38,1
19,3,139466,15,10,4,11,3,4,0,0,0,25,38,0
36,6,323726,15,10,4,12,4,2,0,0,0,40,38,0
28,3,207513,9,13,2,11,0,4,1,7298,0,42,38,1
30,3,160634,8,11,4,2,3,4,1,0,0,40,38,1
44,3,109912,10,16,2,3,5,4,0,15024,0,32,38,1
67,5,107138,15,10,2,11,0,4,1,0,0,40,38,0
58,5,165315,11,9,2,11,0,4,1,0,0,35,38,1
42,3,89413,2,8,4,4,3,4,1,0,0,40,38,0
41,3,57233,9,13,4,5,1,4,1,0,0,40,38,0
39,0,30916,15,10,2,3,0,4,1,0,1902,50,38,1
44,5,157217,9,13,4,11,1,4,1,0,0,42,38,0
38,3,136137,15,10,2,3,2,4,1,0,0,50,38,1
48,3,99835,7,12,2,3,0,4,1,0,0,50,38,1
59,3,157932,11,9,2,2,0,4,1,0,0,40,38,0
30,3,345522,11,9,2,13,0,4,1,3103,0,70,38,1
47,3,191277,11,9,2,13,0,4,1,0,0,50,38,1
36,0,128884,11,9,0,0,1,4,0,0,0,48,38,0
22,3,188950,15,10,4,12,3,4,1,0,0,40,38,0
43,3,336042,11,9,5,13,1,4,1,0,0,40,38,0
30,5,167990,8,11,2,9,0,4,1,15024,0,65,38,1
35,5,199753,15,10,2,7,0,4,1,0,0,60,38,0
33,3,182926,9,13,2,3,0,4,1,15024,0,50,38,1
28,3,114967,9,13,2,9,0,4,1,0,0,40,38,1
52,3,196894,1,7,5,5,4,4,1,0,0,40,38,0
41,3,182108,10,16,4,6,1,4,0,0,0,40,38,1
18,3,130652,15,10,4,0,3,4,0,0,0,25,38,0
50,3,171924,9,13,2,9,0,4,1,0,0,43,38,1
44,3,343591,11,9,0,2,1,4,0,14344,0,40,38,1
46,6,27243,10,16,2,9,0,4,1,7688,0,45,38,1
20,3,38620,15,10,4,7,3,4,1,0,0,20,38,0
32,3,248584,11,9,4,4,3,4,1,0,0,40,38,0
50,1,96062,11,9,2,10,0,4,1,0,0,40,38,0
32,3,180871,8,11,0,11,1,4,1,0,0,50,38,1
46,3,196858,12,14,2,9,0,4,1,0,0,35,38,1
46,3,551962,11,9,5,5,4,4,0,0,0,50,28,0
46,3,269652,15,10,2,2,0,4,1,4386,0,38,38,1
18,3,322999,15,10,4,7,3,4,0,0,0,20,38,0
66,6,132055,11,9,2,3,0,4,1,0,1825,40,38,1
54,3,176240,12,14,2,13,0,4,1,7688,0,60,38,1
39,3,167728,9,13,2,3,0,4,1,0,0,40,38,1
46,3,102542,5,4,4,7,3,4,1,0,0,52,38,0
42,3,341204,7,12,0,9,4,4,0,8614,0,40,38,1
37,4,99452,15,10,2,13,0,4,1,0,0,55,38,1
35,3,203628,12,14,4,9,1,4,1,0,0,60,38,1
56,5,119069,9,13,2,0,0,4,1,0,0,40,38,1
62,3,159908,15,10,2,0,5,4,0,0,0,38,38,1
42,0,33521,9,13,2,9,0,4,1,0,0,40,38,0
43,3,238287,0,6,4,6,1,2,1,0,0,40,38,0
42,3,136986,11,9,2,3,0,4,1,0,0,35,38,1
38,3,95654,11,9,2,0,5,4,0,0,0,60,38,0
31,3,158162,9,13,4,3,1,4,0,13550,0,50,38,1
47,3,248059,15,10,2,7,0,4,1,0,0,47,38,1
51,1,136823,11,9,2,3,5,4,0,0,0,32,38,0
37,3,415500,15,10,2,6,0,2,1,0,0,40,38,1
36,3,272950,15,10,4,11,1,4,1,0,0,50,38,0
53,3,29658,11,9,2,2,0,4,1,0,0,40,38,1
46,4,120902,9,13,2,3,0,4,1,3103,0,37,38,1
25,3,396633,15,10,2,0,5,2,0,0,0,56,38,1
45,3,329603,10,16,2,9,0,4,1,0,0,40,30,1
27,3,219371,11,9,3,0,4,4,0,0,0,40,22,0
57,3,342906,6,5,2,11,0,2,1,0,0,55,38,1
45,1,304973,11,9,2,10,0,4,1,0,0,78,38,1
38,1,286405,10,16,2,3,0,4,1,0,1887,50,38,1
45,3,185437,7,12,0,2,1,4,0,0,0,55,38,0
49,4,119565,12,14,2,11,0,4,1,0,0,40,38,1
40,3,240504,9,13,2,11,0,4,1,0,0,45,38,1
41,3,191451,12,14,0,3,4,2,0,0,0,60,38,1
54,4,119570,7,12,2,11,0,4,1,0,0,50,38,1
20,3,26842,15,10,4,6,1,4,0,2176,0,40,38,0
59,3,171015,15,10,4,0,3,4,0,0,0,34,38,0
59,3,81929,10,16,2,9,0,4,1,0,2415,45,38,1
29,3,224858,15,10,2,9,0,4,1,0,0,45,38,0
28,3,51461,12,14,2,9,0,4,1,0,0,60,38,0
35,4,185621,9,13,4,3,1,4,0,0,0,60,38,1
48,3,219565,11,9,2,2,0,4,1,0,0,40,38,0
47,1,81654,15,10,0,3,1,4,1,0,0,56,38,1
75,4,98116,15,10,6,11,1,4,1,0,0,40,38,1
49,1,223342,15,10,0,0,1,4,0,0,0,44,38,0
90,3,51744,12,14,4,3,1,2,1,0,0,50,38,1
48,3,173243,10,16,2,9,0,4,1,0,0,45,38,1
33,3,171216,9,13,2,3,0,4,1,0,0,50,38,1
42,3,99679,11,9,2,13,0,4,1,0,0,60,38,1
55,3,255364,15,10,2,3,0,4,1,0,0,60,38,1
35,3,186035,8,11,4,12,1,4,1,0,0,40,38,0
41,1,36924,15,10,2,0,0,4,1,0,0,40,38,1
56,6,153451,15,10,0,0,1,4,0,0,0,35,38,0
38,3,165472,9,13,2,9,0,4,1,0,0,40,38,1
49,1,186539,12,14,2,10,0,4,1,0,0,40,38,1
21,3,156980,11,9,4,6,3,4,1,0,0,60,38,0
51,3,41474,0,6,2,7,0,4,1,0,0,40,25,0
30,3,36383,9,13,2,11,0,4,1,0,0,40,25,1
40,1,218995,15,10,2,3,0,4,1,0,0,42,38,1
32,3,93213,7,12,2,6,0,4,1,0,0,62,38,0
51,1,154891,11,9,0,10,4,4,1,0,0,52,38,0
20,3,231981,15,10,4,13,1,4,1,0,0,32,38,0
40,3,176069,9,13,0,9,1,4,0,0,0,45,38,0
45,3,160647,9,13,0,0,4,4,0,4687,0,35,38,1
18,3,267965,1,7,4,11,1,4,0,0,0,15,38,0
39,0,65324,14,15,4,9,1,4,1,0,0,55,38,1
23,3,199884,11,9,4,0,4,4,0,0,0,45,38,0
40,3,130571,11,9,4,7,1,4,0,0,0,40,38,0
51,3,159910,9,13,0,3,1,2,1,10520,0,40,38,1
47,3,198200,9,13,4,3,1,4,1,0,0,50,38,0
43,3,111949,11,9,2,7,5,4,0,0,0,35,38,0
41,0,253770,15,10,2,13,5,4,0,7298,0,40,38,1
23,3,85088,15,10,4,7,3,4,0,0,0,37,38,0
33,4,132601,11,9,2,2,0,4,1,0,0,40,38,1
33,1,161942,9,13,4,0,1,4,0,1055,0,40,38,0
52,3,146567,11,9,0,6,1,2,1,14344,0,40,38,1
45,3,270842,12,14,0,3,1,4,0,0,0,50,38,1
37,5,82540,6,5,2,13,0,4,1,0,0,70,38,1
46,3,269045,14,15,2,9,0,2,1,0,0,40,38,1
34,0,436341,15,10,1,0,5,4,0,0,0,40,38,1
51,3,410114,12,14,2,2,0,4,1,0,0,40,38,1
33,3,150570,9,13,2,9,0,4,1,3103,0,43,38,1
41,3,328447,3,2,2,2,0,4,1,0,0,35,25,0
33,3,99339,7,12,0,0,1,4,0,0,880,40,38,0
39,1,111499,7,12,2,0,5,4,0,0,0,20,38,1
58,3,31732,15,10,2,11,0,4,1,0,0,45,38,1
53,6,123011,12,14,2,3,0,4,1,0,0,60,38,1
38,3,312108,11,9,4,7,4,2,0,0,0,40,38,0
36,3,58602,4,3,4,7,1,4,1,0,0,35,38,0
24,3,122348,9,13,2,3,5,4,0,0,0,40,38,0
29,3,276345,11,9,4,9,1,4,0,0,0,50,38,0
53,3,89587,15,10,2,13,0,4,1,7298,0,45,38,1
30,3,122042,12,14,2,3,0,4,1,0,0,45,38,1
26,3,231638,15,10,4,0,3,4,0,0,0,40,38,0
40,3,199599,0,6,2,3,0,4,1,0,0,40,38,1
40,0,346532,15,10,2,0,0,2,1,0,0,40,38,1
44,5,402397,12,14,2,3,5,4,0,0,1902,60,38,1
22,3,189277,11,9,4,6,4,2,0,0,0,40,38,0
51,3,120173,8,11,2,2,0,4,1,3103,0,50,38,1
31,3,169589,12,14,4,9,1,4,1,0,0,30,38,0
38,3,87556,9,13,2,3,0,4,1,7688,0,55,38,1
53,3,276515,9,13,4,3,3,4,1,0,0,40,4,0
31,3,228873,11,9,2,2,0,4,1,0,0,40,38,0
49,5,122584,5,4,2,11,0,4,1,0,0,40,38,0
48,3,119471,8,11,2,7,0,1,1,0,0,56,29,1
31,6,123037,15,10,4,12,1,4,1,0,0,13,38,0
50,3,23686,15,10,2,0,2,4,0,0,0,35,38,1
35,3,82552,7,12,2,12,0,4,1,0,0,40,38,0
18,3,50879,0,6,4,7,3,4,1,0,0,6,38,0
49,3,124604,11,9,0,0,1,4,1,0,0,32,38,0
42,3,77373,15,10,2,5,0,4,1,0,0,38,38,0
41,3,112181,9,13,2,11,5,4,0,0,0,12,38,1
57,3,199934,9,13,2,3,0,4,1,0,0,40,38,1
45,0,168232,9,13,4,0,1,4,1,0,0,55,38,1
65,0,23494,15,10,2,3,0,2,1,0,2174,40,38,1
50,6,24647,15,10,2,0,0,4,1,0,0,40,38,1
40,1,243580,9,13,2,9,0,4,1,0,0,48,38,0
29,3,160512,11,9,5,0,3,4,0,0,0,40,38,0
31,1,381153,15,10,2,10,0,4,1,15024,0,56,38,1
44,3,33521,15,10,2,3,0,4,1,0,0,40,38,1
23,3,149224,11,9,4,11,1,4,1,0,0,40,38,0
35,3,134367,7,12,0,0,4,4,0,0,0,40,38,0
53,3,180439,9,13,2,2,0,4,1,0,0,40,38,1
52,0,168539,11,9,2,6,0,4,1,0,0,40,38,1
47,3,51835,14,15,2,9,5,4,0,0,1902,60,15,1
59,3,258579,15,10,2,13,0,4,1,3103,0,35,38,1
44,3,182616,8,11,2,12,0,4,1,0,0,40,38,1
38,1,289430,11,9,0,10,1,4,1,0,0,56,38,0
36,3,250791,11,9,2,5,0,4,1,0,0,48,38,0
75,3,104896,11,9,2,11,0,4,1,2653,0,20,38,0
49,3,280525,15,10,2,0,0,4,1,0,0,45,38,1
49,3,120629,15,10,6,11,4,4,0,0,0,30,38,0
27,6,312692,9,13,4,12,1,4,1,0,0,12,38,0
32,3,193042,14,15,2,11,0,4,1,15024,0,60,38,1
30,3,370183,11,9,2,12,0,4,1,0,0,40,38,0
31,5,210164,11,9,2,3,0,4,1,0,0,40,38,1
45,4,188330,9,13,2,3,0,4,1,0,0,60,38,0
39,3,70995,9,13,2,13,0,4,1,15024,0,99,38,1
69,3,128348,9,13,2,3,0,2,1,9386,0,50,38,1
35,3,165767,15,10,2,6,0,4,1,0,0,40,38,0
60,3,151369,12,14,2,3,0,4,1,0,0,60,38,1
74,4,231002,11,9,2,3,0,4,1,0,0,30,38,1
35,3,107125,9,13,2,9,0,4,1,0,0,16,38,1
30,3,167990,14,15,2,9,0,4,1,0,0,60,38,1
42,3,183479,8,11,2,11,0,4,1,0,0,40,38,1
24,3,32311,15,10,2,7,5,4,0,0,0,40,38,0
20,3,47791,2,8,0,7,1,4,0,0,0,10,38,0
46,5,119944,12,14,2,3,0,4,1,0,0,50,38,1
32,3,207937,15,10,4,2,1,4,1,0,0,40,38,0
59,3,131869,11,9,6,7,1,4,0,0,0,35,38,0
75,5,92792,11,9,2,11,0,4,1,0,0,35,38,0
35,4,338320,11,9,2,3,0,4,1,0,0,50,38,1
33,3,93056,5,4,0,5,3,4,1,0,0,40,38,0
28,3,183151,1,7,2,5,0,4,1,7688,0,40,38,1
39,3,191807,11,9,2,11,0,4,1,15024,0,50,38,1
65,5,139960,11,9,2,4,0,4,1,10605,0,60,38,1
20,0,119156,11,9,4,0,2,4,1,0,0,20,38,0
42,0,115932,9,13,0,0,3,4,1,0,0,40,38,0
56,3,181220,9,13,2,11,0,4,1,0,0,40,38,1
38,3,63509,11,9,2,2,0,4,1,0,0,40,38,1
26,3,139098,12,14,2,9,0,4,1,5013,0,40,38,0
23,3,199452,15,10,4,7,3,4,0,0,0,40,38,0
37,3,305379,9,13,2,3,0,4,1,0,0,50,38,1
62,3,226733,11,9,2,0,0,4,1,0,0,40,38,1
48,5,181758,10,16,4,9,4,4,0,0,0,60,38,1
26,5,213258,11,9,0,4,4,4,1,0,0,65,38,0
55,3,208311,12,14,2,12,0,4,1,0,1977,20,38,1
57,4,282913,11,9,2,11,0,4,1,0,0,40,4,0
38,5,190023,11,9,2,13,0,4,1,0,0,40,38,1
44,0,201435,8,11,2,2,0,2,1,0,0,40,38,1
45,3,182541,15,10,0,6,4,4,1,0,0,48,38,0
34,3,50276,9,13,4,11,1,4,1,27828,0,40,38,1
48,3,166809,9,13,3,3,1,4,0,0,0,50,38,1
40,3,260761,9,13,2,0,0,4,1,0,0,40,25,0
40,3,85995,0,6,2,6,0,4,1,0,0,40,38,1
45,3,112929,5,4,0,6,1,2,0,0,0,35,38,0
45,3,114797,11,9,5,6,4,2,0,0,0,40,38,0
41,3,288568,11,9,2,2,0,4,1,0,0,40,38,1
32,3,132601,14,15,2,9,0,4,1,0,0,40,38,1
31,3,197886,15,10,2,11,0,4,1,15024,0,45,38,1
46,6,111163,11,9,5,0,4,4,0,0,0,38,38,0
